公司代號,年度,公司簡稱,產業類別,月營收月增率,月營收年增率,累計營收年增率,毛利率季增率,毛利率年增率,營業利益季增率,營業利益年增率,流動比率,負債比率,本益比,股價淨值比,現金股利殖利率,價值股分數
1314,2019,中石化,塑膠工業,35.217996826339515,6.803741396151836,-40.63929092471868,6.222632557229505,0.0,3.4341984048601137,0.0,274.4,30.35,47.05,0.44344957587181905,0.03188097768331562,35.0
1315,2019,達新,塑膠工業,18.88703679958969,11.637159339566342,-8.463735522320926,0.7341644759714794,0.0,-0.9960327936671077,0.0,531.58,15.44,1.76,0.7747568523430591,0.05206847360912982,65.0
1316,2019,上曜,建材營造,-66.05234083690098,-84.30229959193578,51.71502742079616,0.6343088785440198,0.0,0.22276051565986288,0.0,142.03,64.56,0.0,1.1475409836065575,0.0,52.5
1319,2019,東陽,汽車工業,-1.0785230324543988,-17.259003706476935,-19.86524275366342,0.6232756092323646,0.0,1.5893606213541327,0.0,115.97,38.72,18.8,0.9961368653421634,0.04986149584487535,55.0
1321,2019,大洋,塑膠工業,22.97304750308641,31.685565792582093,8.462919380322326,0.992977613606381,0.0,2.5352479111422426,0.0,173.76,53.98,12.79,1.2110091743119267,0.0,60.0
1323,2019,永裕,塑膠工業,-3.88959554709691,-7.439939824693367,-6.507271592589837,0.43951176745192244,0.0,0.39860764012852545,0.0,407.87,53.79,9.8,1.371490280777538,0.05039370078740158,62.5
1324,2019,地球,塑膠工業,33.49274834953475,11.527311813947428,-7.091445261589611,0.5215611324073974,0.0,2.343311160384331,0.0,354.0,20.43,45.68,0.7863849765258217,0.029850746268656712,45.0
1325,2019,恆大,塑膠工業,0.528393045490116,348.35733470917614,424.9727281550257,0.8979551132766845,0.0,0.9126246463570717,0.0,1880.99,5.91,5.07,2.257551669316375,0.00352112676056338,85.0
1326,2019,台化,塑膠工業,9.662718022918792,7.620958602748884,-21.91107025134976,1.1249581523205796,0.0,8.212797083761561,0.0,259.58,25.66,37.32,1.5463917525773196,0.047798742138364776,62.5
1337,2019,再生-KY,塑膠工業,13.303241487066291,6.699104710003892,-20.04252437101681,0.5618967233692593,0.0,0.5432329847479416,0.0,607.08,7.78,0.0,0.3364638628011434,0.0,50.0
1338,2019,廣華-KY,汽車工業,6.86742438768256,-2.25028634489011,-16.99028093629996,0.9566651723622654,0.0,0.25599711417062476,0.0,195.58,34.02,23.11,0.9130252687421473,0.05351681957186544,57.5
1339,2019,昭輝,汽車工業,-5.571681345553589,-25.31204176543894,-20.57407002858732,0.6720195741011648,0.0,0.795099852769074,0.0,174.56,32.73,26.81,0.8841397266218268,0.049079754601226995,50.0
1340,2019,勝悅-KY,塑膠工業,-32.79646930704419,-48.03266518188567,-43.38314795816505,0.5788241135338656,0.0,0.5996869577451578,0.0,1846.7,4.34,0.0,0.2803867403314917,0.0,40.0
1341,2019,富林-KY,塑膠工業,36.97800391857224,16.764972364030665,-11.799223535821518,0.7675820068969033,0.0,1.0229005781749079,0.0,177.52,42.95,10.98,2.6350174216027873,0.049586776859504134,67.5
1342,2019,八貫,其他,39.53001617353249,-2.313932886621285,6.035426262290196,0.7827999619020407,0.0,0.9348290495016964,0.0,189.99,38.32,18.81,3.239601640304628,0.045207956600361664,67.5
1402,2019,遠東新,紡織纖維,9.27724491890826,1.5192868016763712,-17.229806609218404,0.5448946285805636,0.0,0.7746931270827122,0.0,103.59,52.9,15.84,0.704769517719158,0.05671077504725898,60.0
1409,2019,新纖,紡織纖維,26.39964377087035,20.73489300282867,-17.712511310477016,,,3.5649247127692734,0.0,92.91,75.71,8.41,0.6733828207847296,0.043307086614173235,55.0
1410,2019,南染,紡織纖維,13.622023889772697,39.964127943667584,4.5569861898853095,0.5277801424477171,0.0,0.5676094744158691,0.0,1095.47,16.9,39.71,1.9864626250735729,0.02962962962962963,72.5
1413,2019,宏洲,紡織纖維,-11.137038608400507,-11.078998073217726,-46.87570083786704,0.31491656639169574,0.0,0.37263126727200957,0.0,93.35,56.4,0.0,0.9838509316770185,0.0,30.0
1414,2019,東和,紡織纖維,47.31491004737898,27.268357343665787,-11.144504400577803,0.9894077091820745,0.0,-14.083262771662433,0.0,150.93,32.28,28.41,0.8947745168217609,0.016,40.0
1416,2019,廣豐,其他,-39.329615638304254,-45.82931791412357,-21.263881646290823,0.10558447925664782,0.0,0.03329211694163092,0.0,115.4,45.3,0.0,0.5681220410310363,0.0,40.0
1417,2019,嘉裕,紡織纖維,-15.85340802987862,-37.26654461669115,-24.70042371796149,-0.18471802676382199,0.0,1.3523238380809595,0.0,254.52,28.48,37.86,0.7916355489171023,0.04716981132075472,22.5
1418,2019,東華,紡織纖維,4.179078324864202,127.01412752959143,-52.66048974189279,0.5111175718106757,0.0,0.48742506388975126,0.0,142.62,74.13,0.0,0.9477521263669502,0.0,45.0
1419,2019,新紡,紡織纖維,1.6973718676329346,19.65318512887419,3.222706572148796,0.5403105489184421,0.0,1.0669558885989927,0.0,81.0,32.35,37.16,1.4510927982801862,0.024691358024691357,65.0
1423,2019,利華,紡織纖維,0.7144043861106496,2.9551630434782608,-55.454403624769554,0.553863367261588,0.0,0.4159269563681329,0.0,5518.2,8.55,0.0,1.0553846153846154,0.0,57.5
1432,2019,大魯閣,貿易百貨,28.745631755112875,-9.781878674533225,-2.8900038542480293,0.5244997468759158,0.0,-1.3576850992938683,0.0,91.57,80.6,0.0,0.8895705521472393,0.0,30.0
1434,2019,福懋,紡織纖維,12.181005010361137,-8.19898087043689,-21.458871544022937,0.30237005989803967,0.0,-0.186743469511777,0.0,206.45,20.48,13.19,0.919558359621451,0.08576329331046313,57.5
1435,2019,中福,其他,13.292788879235449,-3.192279138827023,-29.05332393704487,0.5095605022831051,0.0,1.3104178928781636,0.0,11882.1,15.73,0.0,4.07488986784141,0.0,45.0
1436,2019,華友聯,建材營造,-86.96207707247265,-99.51452338223623,-21.346452210870503,1.3512698712302336,0.0,1.7401483834864706,0.0,191.74,71.9,8.17,1.3157894736842106,0.06666666666666667,42.5
1437,2019,勤益控,其他,7.966940667906019,12.744708221260671,-2.492193534674185,0.3825751151352268,0.0,0.33726847034339236,0.0,536.67,40.94,15.9,0.7493498049414824,0.047722342733188726,60.0
1438,2019,三地開發,建材營造,,0.0,894718.1818181818,1.574976769092018e-05,0.0,-0.0521960776854159,0.0,71149.48,11.92,25.43,2.1687840290381124,0.0,40.0
1439,2019,中和,紡織纖維,559.3094405594405,33.92223011363637,-34.61631832054009,0.6096822995461422,0.0,-1.0449352916619226,0.0,13744.8,0.68,58.18,1.0256410256410258,0.1953125,37.5
1440,2019,南紡,紡織纖維,9.077502205402055,-4.071203254895184,-23.18733445265431,0.49054046350778746,0.0,-3.226595588594904,0.0,94.78,44.68,76.18,0.8827539195637355,0.015444015444015446,40.0
1441,2019,大東,紡織纖維,-16.837287544802187,-12.58612038135897,4.195458090412797,-0.22724886244312215,0.0,0.1530680446962458,0.0,72.73,56.8,0.0,0.8427230046948357,0.0,35.0
1442,2019,名軒,建材營造,-36.724621557325634,79.9643181741677,221.222385691952,1.6698797191708654,0.0,2.921042671965181,0.0,594.71,57.5,122.14,1.054904380012338,0.05847953216374269,57.5
1443,2019,立益,紡織纖維,-9.478707917964217,-34.41517696220445,-19.1900331951272,0.5964458406480027,0.0,0.7365522016933681,0.0,16.35,84.63,0.0,1.306884480746791,0.0,37.5
1444,2019,力麗,紡織纖維,3.120502636757983,-16.39382619845717,-30.2670993073186,0.20427712520599273,0.0,0.5976415828114945,0.0,120.14,37.32,0.0,1.0741444866920153,0.0,57.5
1445,2019,大宇,紡織纖維,45.1950920977998,-16.997747286504197,-33.05733325258604,-2.196248196248196,0.0,0.49765459335575213,0.0,509.35,17.41,0.0,1.0614754098360655,0.0,52.5
1446,2019,宏和,紡織纖維,-52.7142251464284,-66.69431725175305,-11.610916871053591,1.0909058808989953,0.0,-0.567627553749064,0.0,173.66,63.4,358.12,2.6116681859617135,0.0,17.5
1447,2019,力鵬,紡織纖維,-17.227580344967382,22.359780504539906,-6.99542990505679,-0.719586430167343,0.0,0.2964190890832996,0.0,123.68,44.17,0.0,0.6972972972972974,0.0,40.0
1449,2019,佳和,紡織纖維,-22.89142338589092,-28.737324641659043,-23.252218505238275,0.3539627670650951,0.0,0.5245521269039539,0.0,39.25,88.94,0.0,1.9314236111111112,0.0,35.0
1451,2019,年興,紡織纖維,16.812925655646158,4.357598564372183,-18.06987839643528,-1.4082661796981017,0.0,0.12147332247266607,0.0,362.9,22.96,0.0,0.4406077348066298,0.0,45.0
1452,2019,宏益,紡織纖維,28.65730337078652,14.2151789833298,-33.69064165352024,1.0429544835104934,0.0,-1.1713429583219832,0.0,1198.86,7.6,30.65,0.9068493150684932,0.07250755287009063,52.5
1453,2019,大將,紡織纖維,201.78571428571428,-99.6162056592633,390.2030876471771,5.484429065743945,0.0,-3.1491023339317774,0.0,2860.01,2.93,0.0,0.6439215686274511,0.0,50.0
1454,2019,台富,紡織纖維,10.663764040185,-5.913405447448399,-36.7335440941041,-0.3309591004793263,0.0,0.6512574850299402,0.0,254.11,25.45,0.0,0.6738768718801996,0.0308641975308642,60.0
1455,2019,集盛,紡織纖維,6.148178333987125,3.685667907953786,-35.17977681142995,-0.22209490191946335,0.0,-0.11483129343484644,0.0,167.45,25.15,0.0,0.7790197764402408,0.0,45.0
1456,2019,怡華,紡織纖維,-40.844516698011965,112.11994208641316,-32.88550241869911,0.5867001003009027,0.0,0.8653320528920736,0.0,167.9,76.13,0.0,1.2292490118577075,0.0,47.5
1457,2019,宜進,紡織纖維,9.40370499825236,-11.679340848488268,-41.93836500229295,0.44943901766404926,0.0,0.22424607158431265,0.0,102.87,59.33,5.02,0.6932876041156296,0.0706713780918728,55.0
1459,2019,聯發,紡織纖維,22.30554883105244,1.5146721844112316,-42.8697620670394,0.5019761713827471,0.0,0.18719748550968252,0.0,139.82,49.64,0.0,0.9735894357743097,0.0,50.0
1460,2019,宏遠,紡織纖維,-11.239798862418596,-7.98334305924177,-17.272827477961336,1.4452483495818673,0.0,-0.0444393666496411,0.0,114.36,64.19,0.0,0.9776536312849162,0.0,45.0
1463,2019,強盛,紡織纖維,-6.776435306669742,-25.37682062645708,-20.783644739107974,0.16672640688207285,0.0,-0.7765485380827913,0.0,999.43,9.78,58.33,0.946676970633694,0.04897959183673469,35.0
1464,2019,得力,紡織纖維,39.759966447520085,-6.779910648534538,-21.68361014526072,0.43677808425994114,0.0,-0.10190490130478425,0.0,120.12,66.63,344.0,1.3815261044176708,0.06104651162790698,42.5
1465,2019,偉全,紡織纖維,3.756024596975237,-11.358795967627431,-52.24432000017967,0.47628072253479425,0.0,6.0061218243036425,0.0,891.47,16.62,0.0,0.7543753771876885,0.12,45.0
1466,2019,聚隆,紡織纖維,22.423712681856145,16.416449327294625,-19.504961469840183,1.4468659656256948,0.0,-1.039494794970337,0.0,207.27,54.67,0.0,1.1932227829848596,0.0,52.5
1467,2019,南緯,紡織纖維,-12.765722516191484,36.73972534245653,23.78076134785856,5.0935261605571664,0.0,-1.6860831267752472,0.0,138.16,63.22,0.0,1.3639876352395672,0.0,52.5
1468,2019,昶和,紡織纖維,41.27459667777825,15.784619995619543,-4.752189909333545,0.38341639147403184,0.0,0.03650535247397757,0.0,188.66,54.3,42.5,1.6325224071702946,0.0,35.0
1470,2019,大統新創,紡織纖維,9.888119700072782,-2.5589842108422887,-22.90598729353212,0.5221394768700245,0.0,0.592919095691739,0.0,399.66,16.35,47.03,1.5818181818181818,0.04597701149425288,55.0
1471,2019,首利,電子零組件業,19.51361547518072,-4.42322878490291,16.682308649102495,-831.0105263157894,0.0,-4.308990401527716,0.0,97.48,48.75,3.1,0.8268330733229329,0.0,40.0
1472,2019,三洋紡,紡織纖維,-25.95623795190909,-35.47873751215631,-27.42892446189998,1.3792798110979931,0.0,0.34151036239434984,0.0,123.12,68.36,0.0,2.7540106951871657,0.0,37.5
1473,2019,台南,紡織纖維,21.273894662459337,-27.594975748705966,-22.09042793217364,0.5577018501453179,0.0,0.45263568241867724,0.0,175.13,34.54,0.0,0.7160647571606475,0.028985507246376812,50.0
1474,2019,弘裕,紡織纖維,-5.637418231766194,-9.35388313524918,-17.2035037523031,0.5895938125371842,0.0,1.5954895292643636,0.0,157.89,47.54,13.76,0.7900067521944631,0.0,47.5
1475,2019,業旺,紡織纖維,18.6254511219206,1044.587433762301,197.43108877959023,1.3321992709599026,0.0,-0.029452566428342708,0.0,107.08,67.14,0.0,6.239600665557404,0.0,47.5
1476,2019,儒鴻,紡織纖維,48.43646388018677,35.614214053254166,0.17871913579369,0.7267466013201642,0.0,0.888932178169876,0.0,237.89,22.28,29.62,6.381322957198444,0.026829268292682926,67.5
1477,2019,聚陽,紡織纖維,22.43977049370197,1.0374598724539037,-7.85038115534662,0.8633036318167482,0.0,0.992011219883357,0.0,177.31,37.66,21.0,4.419953596287703,0.026246719160104987,62.5
1503,2019,士電,電機機械,53.857993692626,29.911036653441524,-0.5261585899371163,0.47381595057994175,0.0,0.4361638282841447,0.0,132.48,39.46,14.78,1.0042194092827006,0.03361344537815126,75.0
1504,2019,東元,電機機械,23.935312347329404,11.39689645687904,-5.275293509712266,0.4503054865436342,0.0,0.36228666298407863,0.0,216.55,37.73,15.64,0.8500942803268385,0.036598890942698706,65.0
1506,2019,正道,電機機械,-15.814069102659706,2.7268039673632805,-27.148255486487315,-1.868810524392472,0.0,0.21927366378870228,0.0,87.75,67.69,0.0,1.822992700729927,0.0,40.0
1507,2019,永大,電機機械,-1.9710508107636584,10.41993574493299,11.422489557975526,0.6226680114053182,0.0,0.641310189211503,0.0,149.71,47.27,19.93,2.051100070972321,0.03806228373702423,75.0
1512,2019,瑞利,汽車工業,6.6376597887828535,-14.258399572506846,-38.79104797774061,1.16759623609923,0.0,0.31557684245296214,0.0,92.72,89.92,0.0,5.542168674698795,0.0,35.0
1513,2019,中興電,電機機械,152.01929020132195,104.550707462656,24.34819275327062,0.42836685581865175,0.0,0.5415191224930294,0.0,145.87,61.35,22.93,2.0987376014427412,0.02577873254564984,72.5
1514,2019,亞力,電機機械,18.84145140265652,-0.5391610905997597,5.51124743319592,0.4127025697021409,0.0,0.3968453209122256,0.0,154.56,46.53,15.06,1.6091954022988506,0.02941176470588235,70.0
1515,2019,力山,電機機械,12.924306233346057,196.791453343464,43.9431582938427,1.0012639781617412,0.0,1.2068981095357243,0.0,122.52,50.01,20.69,4.073064340239913,0.040160642570281124,62.5
1516,2019,川飛,其他,4.106003855255528,-20.660002149844136,21.97202117075652,0.3975321888412018,0.0,0.39543863883190533,0.0,501.95,17.67,27.07,1.8990590248075279,0.0035248626126126127,60.0
1517,2019,利奇,電機機械,18.37758764883561,39.04460340340205,12.85229685086694,1.2062372767529226,0.0,-2.6098340313324027,0.0,346.69,26.73,84.0,0.9071274298056154,0.015873015873015876,60.0
1519,2019,華城,電機機械,106.85996008560546,-16.160356968729744,18.04467799366775,0.7129649859534373,0.0,1.4127176164209403,0.0,153.25,60.65,22.38,3.3011583011583014,0.023391812865497075,50.0
1521,2019,大億,汽車工業,-4.385638919432514,43.62693048109877,-11.002011800684055,0.5917110970540393,0.0,1.3811705894605288,0.0,146.34,47.72,27.14,2.395317424583521,0.07518796992481203,60.0
1522,2019,堤維西,汽車工業,3.749671444379184,-6.277669357906007,-17.923679028196204,0.5305324713112718,0.0,1.197822702961603,0.0,123.25,70.94,29.2,1.176031824962705,0.05919661733615222,57.5
1524,2019,耿鼎,汽車工業,29.66416276484657,-17.460256195830706,-20.25852669362056,0.6002711906192699,0.0,1.4200464653169598,0.0,96.89,54.16,27.75,0.8409090909090909,0.036036036036036036,35.0
1525,2019,江申,汽車工業,25.362565534145844,34.11725530187933,-15.2263066370399,0.5900513666728768,0.0,0.9206993491739515,0.0,175.83,18.48,17.09,1.2082444918265813,0.029411764705882353,67.5
1526,2019,日馳,電機機械,8.810310641110377,14.98917370957603,9.991874014580894,0.9606602223197607,0.0,1.6838475187453494,0.0,247.89,38.24,14.27,2.2430668841761827,0.019393939393939394,77.5
1527,2019,鑽全,電機機械,41.72556785662871,30.863577120847623,3.615098137082743,0.5764005618365609,0.0,0.6007304475950874,0.0,505.68,15.88,26.96,1.497584541062802,0.027649769585253454,77.5
1528,2019,恩德,電機機械,35.64469017757882,-20.495121624902755,-22.728417351242367,0.5185892168923549,0.0,-0.057392791370691976,0.0,150.62,52.91,0.0,0.8559708295350957,0.0,35.0
1529,2019,樂士,電機機械,15.380293559941007,-91.59371050517558,-23.273216139664747,1.3576353421859042,0.0,2.3919633006213346,0.0,170.48,43.48,17.72,1.4711191335740073,0.03067484662576687,47.5
1530,2019,亞崴,電機機械,7.087704780071813,7.638761613398937,-9.492037476275977,0.5225343054098737,0.0,-0.21160328349922675,0.0,115.39,55.28,8.96,1.0018785222291797,0.021875,67.5
1531,2019,高林股,電機機械,6.572274517134708,-20.58202342114014,-25.813325075664576,0.9153555959200783,0.0,-0.03101982762999711,0.0,802.77,16.76,0.0,0.5936192468619247,0.01762114537444934,55.0
1532,2019,勤美,電機機械,62.798413829662366,71.80490664136407,-3.890918771222956,0.8158597984353166,0.0,1.7938101915699933,0.0,169.46,63.33,47.62,0.9933774834437087,0.030000000000000002,45.0
1533,2019,車王電,汽車工業,188.6906253101972,169.87720220762063,2.214235687299685,0.7294060696567783,0.0,-1.5151741108045633,0.0,169.73,54.42,123.9,2.967925294356476,0.006839945280437757,52.5
1535,2019,中宇,電機機械,-0.0064963289835489,-8.465297825640361,-5.147645264928493,0.48102508492398943,0.0,0.24805056225888533,0.0,169.15,51.93,24.05,1.4051172707889128,0.03641881638846737,50.0
1536,2019,和大,汽車工業,-7.214639766008094,30.482851353496493,-12.756315896572197,0.5379138901494342,0.0,0.5948612471433234,0.0,106.19,61.38,121.94,4.90961380443714,0.01676526912133891,45.0
1537,2019,廣隆,電機機械,14.910915858197573,-1.0828697361106856,-10.312709670238778,0.6197137532470887,0.0,0.627954420870404,0.0,422.62,25.4,12.63,2.9437043403523853,0.072992700729927,65.0
1538,2019,正峰,電機機械,-11.10565799621398,-27.353463587921848,-22.630363054854502,0.6013118664281456,0.0,-0.4534385599805403,0.0,179.68,84.33,0.0,0.937799043062201,0.0,30.0
1539,2019,巨庭,電機機械,10.155198666399698,34.5294488959152,4.449855726141986,0.6273934829356627,0.0,0.7263815492210675,0.0,141.34,60.81,0.0,0.9244992295839753,0.044444444444444446,70.0
1540,2019,喬福,電機機械,88.34816660733357,4.057509243961923,-53.60768629696568,0.7650146997060059,0.0,0.8482056031488772,0.0,626.49,13.24,0.0,0.9819121447028423,0.06578947368421052,65.0
1541,2019,錩泰,電機機械,10.450371050047488,111.93329678221454,25.52067696159651,0.602540316826031,0.0,0.6200802479799479,0.0,136.81,58.8,11.05,2.6479289940828403,0.0,72.5
1558,2019,伸興,電機機械,-19.137999780411555,20.09827060893447,17.349730826482983,0.948587817774408,0.0,1.2285808386255401,0.0,325.06,25.43,11.51,1.7629217742954633,0.06308243727598567,80.0
1560,2019,中砂,電機機械,7.337081505584502,20.178470320278134,5.717520636916415,0.49665234556734683,0.0,0.49226405216856906,0.0,177.74,41.89,16.8,2.181938035596572,0.019637462235649546,80.0
1568,2019,倉佑,汽車工業,-2.0778729347868428,-15.301790527531768,-13.66265476850051,1.1092475969506133,0.0,-0.7567367348828595,0.0,174.98,53.45,405.71,1.9626814098134069,0.017605633802816902,40.0
1582,2019,信錦,電子零組件業,6.82262239160717,19.9404838718003,12.48639798978384,0.5762893043706259,0.0,0.6258254567848287,0.0,202.08,42.95,10.2,1.8129560026531064,0.054878048780487805,85.0
1583,2019,程泰,電機機械,8.691096612391146,5.975112416713165,-15.017048129065186,0.52109263421157,0.0,-0.5233945219757947,0.0,139.25,53.83,15.71,1.4642690331620738,0.03189792663476874,57.5
1587,2019,吉茂,汽車工業,-8.645343066628246,6.819611249213813,13.799311162062876,0.8288667443464752,0.0,3.038133151746896,0.0,127.9,52.85,11.23,1.238244514106583,0.0,72.5
